2764	2016-04-20
2856	2016-04-21
3060	2016-04-22
2736	2016-04-23
2612	2016-04-24
3164	2016-04-25
3056	2016-04-26
3132	2016-04-27
3224	2016-04-28
3416	2016-04-29
3648	2016-04-30
3508	2016-05-01
3500	2016-05-02
3336	2016-05-03
3336	2016-05-04
3532	2016-05-05
3588	2016-05-06
3496	2016-05-07
3320	2016-05-08
3276	2016-05-09
3524	2016-05-10
3628	2016-05-11
3452	2016-05-12
3952	2016-05-13
4088	2016-05-14
3832	2016-05-15
3780	2016-05-16
4024	2016-05-17
3872	2016-05-18
3692	2016-05-19
3605	2016-05-20
3724	2016-05-21
3740	2016-05-22
4056	2016-05-23
3768	2016-05-24
3728	2016-05-25
3836	2016-05-26
3992	2016-05-27
4132	2016-05-28
4200	2016-05-29
4020	2016-05-30
3980	2016-05-31
4072	2016-06-01
4064	2016-06-02
3988	2016-06-03
3844	2016-06-04
3968	2016-06-05
3916	2016-06-06
4100	2016-06-07
4172	2016-06-08
4192	2016-06-09
4112	2016-06-10
3996	2016-06-11
4004	2016-06-12
4092	2016-06-13
4145	2016-06-14
4212	2016-06-15
4560	2016-06-16
4432	2016-06-17
4416	2016-06-18
4425	2016-06-19
4172	2016-06-20
4392	2016-06-21
4908	2016-06-22
5476	2016-06-23
5404	2016-06-24
4772	2016-06-25
5024	2016-06-26
4968	2016-06-27
4848	2016-06-28
4776	2016-06-29
4712	2016-06-30
4696	2016-07-01
4212	2016-07-02
4072	2016-07-03
4220	2016-07-04
4216	2016-07-05
4256	2016-07-06
4156	2016-07-07
3852	2016-07-08
4284	2016-07-09
4552	2016-07-10
5036	2016-07-11
4936	2016-07-12
4780	2016-07-13
4952	2016-07-14
4864	2016-07-15
4808	2016-07-16
4916	2016-07-17
4848	2016-07-18
4732	2016-07-19
4640	2016-07-20
4748	2016-07-21
4724	2016-07-22
4340	2016-07-23
4520	2016-07-24
4836	2016-07-25
4824	2016-07-26
4660	2016-07-27
4720	2016-07-28
4621	2016-07-29
4712	2016-07-30
4612	2016-07-31
4788	2016-08-01
4928	2016-08-02
4856	2016-08-03
5020	2016-08-04
4564	2016-08-05
4468	2016-08-06
3872	2016-08-07
4076	2016-08-08
4053	2016-08-09
4328	2016-08-10
4448	2016-08-11
4492	2016-08-12
4960	2016-08-13
5392	2016-08-14
6076	2016-08-15
6568	2016-08-16
6352	2016-08-17
6144	2016-08-18
5256	2016-08-19
4732	2016-08-20
5368	2016-08-21
5204	2016-08-22
5456	2016-08-23
5408	2016-08-24
5340	2016-08-25
5376	2016-08-26
5492	2016-08-27
5396	2016-08-28
5456	2016-08-29
5460	2016-08-30
5488	2016-08-31
5628	2016-09-01
5540	2016-09-02
5588	2016-09-03
5456	2016-09-04
5584	2016-09-05
5720	2016-09-06
5300	2016-09-07
5652	2016-09-08
5432	2016-09-09
5044	2016-09-10
5080	2016-09-11
5260	2016-09-12
5064	2016-09-13
4696	2016-09-14
5480	2016-09-15
5104	2016-09-16
5316	2016-09-17
5428	2016-09-18
5728	2016-09-19
5696	2016-09-20
5724	2016-09-21
5660	2016-09-22
5372	2016-09-23
5220	2016-09-24
5292	2016-09-25
5388	2016-09-26
5124	2016-09-27
5269	2016-09-28
5380	2016-09-29
5328	2016-09-30
5229	2016-10-01
5292	2016-10-02
5324	2016-10-03
5400	2016-10-04
5690	2016-10-05
5345	2016-10-06
5121	2016-10-07
5162	2016-10-08
5028	2016-10-09
5278	2016-10-10
5378	2016-10-11
4662	2016-10-12
2725	2016-10-13
748	2016-10-14
95	2016-10-15
75	2016-10-16
2968	2016-10-17
6268	2016-10-18
6352	2016-10-19
6400	2016-10-20
6512	2016-10-21
6580	2016-10-22
6688	2016-10-23
6556	2016-10-24
6741	2016-10-25
6620	2016-10-26
7064	2016-10-27
7840	2016-10-28
7900	2016-10-29
7796	2016-10-30
8212	2016-10-31
8884	2016-11-01
8656	2016-11-02
8696	2016-11-03
8420	2016-11-04
8360	2016-11-05
8428	2016-11-06
8211	2016-11-07
8188	2016-11-08
7881	2016-11-09
7972	2016-11-10
7808	2016-11-11
8270	2016-11-12
8636	2016-11-13
9280	2016-11-14
9604	2016-11-15
9500	2016-11-16
9332	2016-11-17
9256	2016-11-18
9298	2016-11-19
9460	2016-11-20
9452	2016-11-21
9028	2016-11-22
9184	2016-11-23
9096	2016-11-24
8792	2016-11-25
9280	2016-11-26
9080	2016-11-27
9120	2016-11-28
9424	2016-11-29
9704	2016-11-30
9941	2016-12-01
9884	2016-12-02
9696	2016-12-03
9805	2016-12-04
10004	2016-12-05
10176	2016-12-06
10533	2016-12-07
11300	2016-12-08
10976	2016-12-09
10993	2016-12-10
10985	2016-12-11
11225	2016-12-12
10788	2016-12-13
10548	2016-12-14
11001	2016-12-15
11020	2016-12-16
10896	2016-12-17
11252	2016-12-18
11616	2016-12-19
11605	2016-12-20
12169	2016-12-21
12921	2016-12-22
13844	2016-12-23
13392	2016-12-24
13713	2016-12-25
0	2016-12-26
13949	2016-12-27
13748	2016-12-28
14381	2016-12-29
14784	2016-12-30
16073	2016-12-31
17308	2017-01-01
17281	2017-01-02
17560	2017-01-03
19105	2017-01-04
19700	2017-01-05
20212	2017-01-06
18689	2017-01-07
12198	2017-01-08
13852	2017-01-09
16259	2017-01-10
16100	2017-01-11
16568	2017-01-12
16754	2017-01-13
17008	2017-01-14
17608	2017-01-15
18413	2017-01-16
18114	2017-01-17
18113	2017-01-18
18805	2017-01-19
16542	2017-01-20
16023	2017-01-21
16051	2017-01-22
17112	2017-01-23
17850	2017-01-24
18837	2017-01-25
22828	2017-01-26
23401	2017-01-27
24492	2017-01-28
24796	2017-01-29
24912	2017-01-30
25665	2017-01-31
25894	2017-02-01
26296	2017-02-02
26235	2017-02-03
26329	2017-02-04
26809	2017-02-05
27866	2017-02-06
29340	2017-02-07
29812	2017-02-08
29945	2017-02-09
28845	2017-02-10
30814	2017-02-11
30965	2017-02-12
32282	2017-02-13
33718	2017-02-14
33446	2017-02-15
34497	2017-02-16
35217	2017-02-17
35488	2017-02-18
35672	2017-02-19
36345	2017-02-20
36813	2017-02-21
37865	2017-02-22
38226	2017-02-23
39656	2017-02-24
40095	2017-02-25
41225	2017-02-26
41696	2017-02-27
42505	2017-02-28
42488	2017-03-01
43532	2017-03-02
44296	2017-03-03
45374	2017-03-04
47068	2017-03-05
49145	2017-03-06
49790	2017-03-07
52061	2017-03-08
52887	2017-03-09
54093	2017-03-10
55526	2017-03-11
56418	2017-03-12
58581	2017-03-13
59299	2017-03-14
61389	2017-03-15
61847	2017-03-16
63490	2017-03-17
62878	2017-03-18
64750	2017-03-19
64494	2017-03-20
65530	2017-03-21
67790	2017-03-22
70479	2017-03-23
72332	2017-03-24
73734	2017-03-25
75533	2017-03-26
75074	2017-03-27
77056	2017-03-28
78526	2017-03-29
78338	2017-03-30
80277	2017-03-31
79931	2017-04-01
81514	2017-04-02
83493	2017-04-03
84667	2017-04-04
85397	2017-04-05
85506	2017-04-06
87841	2017-04-07
88809	2017-04-08
90587	2017-04-09
91666	2017-04-10
92142	2017-04-11
93440	2017-04-12
94954	2017-04-13
95040	2017-04-14
96869	2017-04-15
98534	2017-04-16
98598	2017-04-17
100014	2017-04-18
102124	2017-04-19
103173	2017-04-20
105780	2017-04-21
107911	2017-04-22
110787	2017-04-23
114661	2017-04-24
115660	2017-04-25
100641	2017-04-26
58768	2017-04-27
55298	2017-04-28
54434	2017-04-29
45221	2017-04-30
56148	2017-05-01
58313	2017-05-02
59440	2017-05-03
59872	2017-05-04
60438	2017-05-05
60968	2017-05-06
61345	2017-05-07
63640	2017-05-08
63632	2017-05-09
64365	2017-05-10
65359	2017-05-11
66300	2017-05-12
66969	2017-05-13
68578	2017-05-14
64278	2017-05-15
68240	2017-05-16
67345	2017-05-17
69163	2017-05-18
69281	2017-05-19
69123	2017-05-20
69157	2017-05-21
70659	2017-05-22
71906	2017-05-23
73055	2017-05-24
74082	2017-05-25
74433	2017-05-26
74616	2017-05-27
74758	2017-05-28
75885	2017-05-29
77189	2017-05-30
77262	2017-05-31
77874	2017-06-01
77829	2017-06-02
76799	2017-06-03
76584	2017-06-04
78002	2017-06-05
79866	2017-06-06
80610	2017-06-07
81449	2017-06-08
81993	2017-06-09
82635	2017-06-10
83493	2017-06-11
85224	2017-06-12
85876	2017-06-13
86479	2017-06-14
87204	2017-06-15
88521	2017-06-16
88536	2017-06-17
89453	2017-06-18
91174	2017-06-19
92384	2017-06-20
93615	2017-06-21
95014	2017-06-22
95624	2017-06-23
95377	2017-06-24
96482	2017-06-25
97224	2017-06-26
98475	2017-06-27
101120	2017-06-28
101245	2017-06-29
102327	2017-06-30
100487	2017-07-01
103724	2017-07-02
104211	2017-07-03
105346	2017-07-04
106650	2017-07-05
106439	2017-07-06
105725	2017-07-07
106895	2017-07-08
106322	2017-07-09
107615	2017-07-10
108648	2017-07-11
105667	2017-07-12
108231	2017-07-13
109723	2017-07-14
109573	2017-07-15
110018	2017-07-16
111790	2017-07-17
113347	2017-07-18
113181	2017-07-19
113483	2017-07-20
114301	2017-07-21
115022	2017-07-22
115366	2017-07-23
116762	2017-07-24
117001	2017-07-25
118072	2017-07-26
118479	2017-07-27
119584	2017-07-28
119752	2017-07-29
119666	2017-07-30
120311	2017-07-31
121367	2017-08-01
121080	2017-08-02
122681	2017-08-03
122022	2017-08-04
123862	2017-08-05
123309	2017-08-06
124680	2017-08-07
127067	2017-08-08
127915	2017-08-09
128794	2017-08-10
129152	2017-08-11
128527	2017-08-12
126856	2017-08-13
127931	2017-08-14
128661	2017-08-15
128671	2017-08-16
131358	2017-08-17
130974	2017-08-18
132276	2017-08-19
134088	2017-08-20
135349	2017-08-21
135863	2017-08-22
136260	2017-08-23
137361	2017-08-24
137004	2017-08-25
139128	2017-08-26
140014	2017-08-27
141078	2017-08-28
142793	2017-08-29
143220	2017-08-30
142569	2017-08-31
143404	2017-09-01
144959	2017-09-02
146084	2017-09-03
146256	2017-09-04
147049	2017-09-05
148887	2017-09-06
148451	2017-09-07
149489	2017-09-08
149149	2017-09-09
149920	2017-09-10
151388	2017-09-11
153039	2017-09-12
155252	2017-09-13
155172	2017-09-14
153413	2017-09-15
153223	2017-09-16
153281	2017-09-17
154914	2017-09-18
154685	2017-09-19
154963	2017-09-20
156863	2017-09-21
158184	2017-09-22
156139	2017-09-23
157601	2017-09-24
157132	2017-09-25
157105	2017-09-26
156749	2017-09-27
157430	2017-09-28
159900	2017-09-29
160157	2017-09-30
159697	2017-10-01
161006	2017-10-02
160683	2017-10-03
162681	2017-10-04
164171	2017-10-05
164683	2017-10-06
165168	2017-10-07
167057	2017-10-08
169687	2017-10-09
169610	2017-10-10
170613	2017-10-11
170740	2017-10-12
172265	2017-10-13
173084	2017-10-14
174063	2017-10-15
175393	2017-10-16
164408	2017-10-17
176469	2017-10-18
177312	2017-10-19
177626	2017-10-20
177620	2017-10-21
178929	2017-10-22
179461	2017-10-23
178545	2017-10-24
179591	2017-10-25
181011	2017-10-26
180917	2017-10-27
180676	2017-10-28
178792	2017-10-29
180528	2017-10-30
181140	2017-10-31
181929	2017-11-01
181560	2017-11-02
182518	2017-11-03
186392	2017-11-04
186656	2017-11-05
187629	2017-11-06
186681	2017-11-07
186779	2017-11-08
187517	2017-11-09
186995	2017-11-10
187402	2017-11-11
189525	2017-11-12
191012	2017-11-13
191998	2017-11-14
193144	2017-11-15
194142	2017-11-16
195348	2017-11-17
194883	2017-11-18
193755	2017-11-19
193079	2017-11-20
196783	2017-11-21
196789	2017-11-22
194154	2017-11-23
198040	2017-11-24
198254	2017-11-25
198072	2017-11-26
199330	2017-11-27
197197	2017-11-28
199867	2017-11-29
199751	2017-11-30
201156	2017-12-01
201264	2017-12-02
201342	2017-12-03
201449	2017-12-04
204524	2017-12-05
203927	2017-12-06
205033	2017-12-07
205600	2017-12-08
205249	2017-12-09
205578	2017-12-10
206984	2017-12-11
207709	2017-12-12
207639	2017-12-13
207726	2017-12-14
208260	2017-12-15
210213	2017-12-16
209945	2017-12-17
211590	2017-12-18
213292	2017-12-19
211822	2017-12-20
212822	2017-12-21
211812	2017-12-22
211191	2017-12-23
209926	2017-12-24
209342	2017-12-25
209395	2017-12-26
213278	2017-12-27
214990	2017-12-28
217130	2017-12-29
220856	2017-12-30
225748	2017-12-31
227335	2018-01-01
227645	2018-01-02
228636	2018-01-03
225574	2018-01-04
229428	2018-01-05
231088	2018-01-06
233423	2018-01-07
234411	2018-01-08
235007	2018-01-09
235327	2018-01-10
236827	2018-01-11
235852	2018-01-12
240544	2018-01-13
241969	2018-01-14
242485	2018-01-15
242679	2018-01-16
242513	2018-01-17
241659	2018-01-18
243096	2018-01-19
243250	2018-01-20
241014	2018-01-21
242344	2018-01-22
244969	2018-01-23
240246	2018-01-24
245353	2018-01-25
249238	2018-01-26
251810	2018-01-27
252858	2018-01-28
254718	2018-01-29
256514	2018-01-30
214059	2018-01-31
257434	2018-02-01
257710	2018-02-02
257595	2018-02-03
257482	2018-02-04
259874	2018-02-05
264098	2018-02-06
266634	2018-02-07
267098	2018-02-08
268185	2018-02-09
268925	2018-02-10
269728	2018-02-11
271425	2018-02-12
273849	2018-02-13
274947	2018-02-14
278908	2018-02-15
271349	2018-02-16
279938	2018-02-17
278583	2018-02-18
280636	2018-02-19
283015	2018-02-20
284585	2018-02-21
284213	2018-02-22
284070	2018-02-23
286469	2018-02-24
285752	2018-02-25
285660	2018-02-26
288471	2018-02-27
